monthly_gross_income,statutory_deductions,monthly_net_income,declared_living_expenses,minimum_expense_norm,living_expenses_used,existing_debt_repayments,maintenance_obligations,discretionary_income_before_new_credit,requested_credit_amount,loan_term_months,annual_interest_rate_assumption,proposed_installment,remaining_after_proposed_credit,number_existing_credit_accounts,missed_payments_12m,arrears_amount,defaults_history,employment_months,income_variability_pct,savings_amount,credit_utilisation_pct,affordability_pass,synthetic_risk_probability,faircredit_readiness_score,credit_risk
2384.92,43.46,2341.46,892.04,906.98,906.98,545.19,296.57,592.72,1286.22,24,0.1727,63.76,528.96,2,0,0.0,0,57,24.1,456.11,66.1,1,0.3729,63,0
84628.63,16941.85,67686.78,29336.07,7242.81,29336.07,24996.7,1286.51,12067.5,39505.9,12,0.2904,3832.72,8234.78,7,1,0.0,0,51,20.4,99167.76,77.1,1,0.6169,38,0
12072.27,530.45,11541.82,5838.26,1691.88,5838.26,411.21,0.0,5292.35,16602.3,24,0.3192,944.79,4347.56,0,0,0.0,0,35,19.7,32700.34,26.6,1,0.2036,80,0
48326.45,5325.98,43000.47,15281.94,4768.15,15281.94,10700.24,1363.84,15654.45,116791.27,24,0.2057,5976.77,9677.68,3,2,0.0,0,57,21.8,33217.5,80.8,1,0.6767,32,1
4986.45,95.06,4891.39,1500.86,1082.59,1500.86,414.64,518.1,2457.79,14132.46,18,0.12,861.83,1595.96,1,1,0.0,0,13,0.0,2475.27,12.4,1,0.4366,56,1
19236.62,1445.44,17791.18,6667.07,2336.68,6667.07,1589.76,0.0,9534.35,19108.14,18,0.2135,1249.95,8284.4,0,1,0.0,0,27,0.0,2577.81,47.2,1,0.263,74,0
20089.44,1162.67,18926.77,9282.92,2413.43,9282.92,2385.62,1420.01,5838.22,38162.59,36,0.2333,1483.83,4354.39,2,1,1150.8,0,35,7.4,2401.85,39.9,1,0.3447,66,0
35578.31,3020.48,32557.83,12685.02,3722.8,12685.02,9497.69,0.0,10375.12,17877.06,60,0.1327,409.27,9965.85,3,1,0.0,0,86,16.5,49852.4,82.3,1,0.3605,64,0
19504.9,1041.37,18463.53,10480.02,2360.82,10480.02,2584.01,0.0,5399.5,34821.55,36,0.2593,1401.62,3997.88,2,3,8376.92,0,50,18.8,6720.65,55.0,1,0.6434,36,1
22595.2,1704.53,20890.67,10228.79,2638.95,10228.79,3753.21,0.0,6908.67,56646.4,18,0.3093,3972.96,2935.71,1,0,0.0,0,72,14.9,7404.33,57.7,1,0.4682,53,1
7714.61,94.22,7620.39,3489.09,1299.69,3489.09,1184.88,667.98,2278.44,5007.37,60,0.291,159.23,2119.21,1,0,0.0,0,110,11.0,1782.18,43.2,1,0.2979,70,1
10048.46,398.45,9650.01,5035.06,1509.74,5035.06,1496.15,0.0,3118.8,8280.69,12,0.246,785.44,2333.36,0,0,6907.6,0,7,15.2,6639.13,61.5,1,0.4378,56,1
13458.13,931.71,12526.42,5237.71,1816.61,5237.71,2496.61,1611.94,3180.16,4889.47,36,0.2773,201.54,2978.62,2,3,0.0,0,53,8.8,13351.33,61.2,1,0.4914,51,0
9587.85,540.79,9047.06,4507.47,1468.29,4507.47,1400.97,0.0,3138.62,20792.87,24,0.2137,1072.21,2066.41,0,0,0.0,0,20,21.9,2279.88,60.2,1,0.6174,38,0
2015.37,50.72,1964.65,1829.82,882.04,1829.82,437.92,0.0,-303.09,5967.93,18,0.1754,379.49,-682.58,0,1,0.0,0,77,18.3,1015.25,73.2,0,0.9813,2,1
28389.76,2572.73,25817.03,10056.98,3133.34,10056.98,4027.78,0.0,11732.27,24645.91,12,0.2583,2352.4,9379.87,0,1,0.0,0,12,25.0,18410.74,67.2,1,0.4731,53,0
33243.64,3364.4,29879.24,9331.08,3531.36,9331.08,6567.03,0.0,13981.13,19058.73,60,0.2734,585.79,13395.34,2,0,0.0,0,37,26.0,9664.99,70.3,1,0.5068,49,1
1690.99,29.53,1661.46,400.0,860.14,860.14,263.01,0.0,538.31,3026.06,48,0.1654,86.6,451.71,0,0,0.0,0,9,14.6,586.03,45.7,1,0.3556,64,1
17402.23,1088.21,16314.02,4850.29,2171.58,4850.29,1674.58,0.0,9789.15,43929.09,24,0.1967,2228.67,7560.48,1,2,10596.04,0,49,22.0,4390.09,36.4,1,0.5278,47,1
4717.63,204.11,4513.52,2476.13,1064.44,2476.13,455.3,0.0,1582.09,9640.24,12,0.2497,916.12,665.97,1,1,0.0,0,14,10.4,1099.66,32.1,1,0.4998,50,1
23228.58,1241.92,21986.66,12530.06,2695.95,12530.06,3585.84,1465.45,4405.31,43488.01,36,0.32,1894.09,2511.22,1,1,0.0,0,38,14.5,10063.05,35.3,1,0.3446,66,1
9914.65,422.15,9492.5,3545.23,1497.7,3545.23,1879.0,0.0,4068.27,3188.63,12,0.1846,293.03,3775.24,3,1,0.0,0,91,19.7,5996.77,39.2,1,0.2825,72,0
23553.56,1658.94,21894.62,6819.67,2725.2,6819.67,2843.07,0.0,12231.88,14933.9,24,0.2578,802.9,11428.98,1,2,0.0,0,35,26.6,14501.41,59.4,1,0.3693,63,0
18478.48,1047.44,17431.04,5080.33,2268.44,5080.33,1012.98,2076.58,9261.15,37238.18,12,0.1451,3352.54,5908.61,0,1,0.0,0,10,18.2,4023.69,17.7,1,0.2424,76,0
19253.57,1107.16,18146.41,6762.37,2338.2,6762.37,2386.17,0.0,8997.87,44461.03,12,0.2558,4238.23,4759.64,1,1,0.0,0,20,12.3,190741.27,33.7,1,0.2388,76,1
1815.34,38.69,1776.65,828.3,868.54,868.54,304.15,299.46,304.5,4518.56,36,0.2016,168.3,136.2,1,0,0.0,0,22,12.2,3096.2,69.1,1,0.6106,39,0
34830.3,3301.3,31529.0,11805.55,3661.46,11805.55,3829.44,0.0,15894.01,89453.68,24,0.1577,4370.12,11523.89,2,1,0.0,0,115,24.0,14728.44,23.8,1,0.2439,76,1
11222.99,570.99,10652.0,4459.47,1615.45,4459.47,1226.74,0.0,4965.79,24774.33,18,0.1757,1575.72,3390.07,0,1,0.0,0,65,11.4,7028.18,67.8,1,0.3933,61,1
4541.26,135.13,4406.13,1990.01,1052.54,1990.01,536.63,0.0,1879.49,10829.46,6,0.3042,1968.39,-88.9,0,1,0.0,0,67,14.4,3211.12,45.5,0,0.8426,16,1
21930.81,1348.07,20582.74,6615.23,2579.15,6615.23,2472.53,0.0,11494.98,32443.64,18,0.222,2135.6,9359.38,1,0,0.0,0,33,9.5,17160.63,8.5,1,0.147,85,0
8194.07,201.8,7992.27,2047.01,1342.85,2047.01,1233.96,0.0,4711.3,7103.43,36,0.1306,239.55,4471.75,0,3,1601.44,0,11,14.2,1916.94,66.9,1,0.5747,43,1
39578.3,3852.86,35725.44,10942.08,4050.8,10942.08,5093.39,0.0,19689.97,90536.97,60,0.1912,2354.49,17335.48,1,0,0.0,0,32,7.2,43439.14,33.1,1,0.1044,90,0
31862.51,2794.63,29067.88,14936.58,3418.11,14936.58,3657.38,0.0,10473.92,17489.15,48,0.32,650.22,9823.7,2,0,0.0,0,13,16.4,73836.44,37.0,1,0.1482,85,0
9686.65,283.33,9403.32,2852.09,1477.18,2852.09,271.56,0.0,6279.67,5208.77,60,0.1243,117.01,6162.66,0,0,0.0,0,6,6.7,8138.86,19.2,1,0.1743,83,0
82132.3,16849.43,65282.87,18039.66,7074.31,18039.66,20184.05,0.0,27059.16,120000.0,60,0.2355,3420.95,23638.21,7,0,8623.01,0,24,12.0,40730.74,39.1,1,0.3043,70,0
8090.56,300.16,7790.4,3178.1,1333.53,3178.1,655.38,0.0,3956.92,16072.4,36,0.32,700.02,3256.9,1,0,0.0,0,86,13.6,6552.6,15.8,1,0.2098,79,1
22134.94,1663.05,20471.89,8397.43,2597.52,8397.43,1620.92,0.0,10453.54,55369.04,24,0.152,2689.88,7763.66,1,0,656.6,0,28,11.5,7133.79,14.0,1,0.2391,76,0
9466.69,278.69,9188.0,3974.44,1457.38,3974.44,755.89,755.76,3701.91,10334.99,36,0.2217,395.61,3306.3,0,0,0.0,0,38,9.8,17372.73,55.7,1,0.2454,75,0
38757.83,3564.04,35193.79,13615.26,3983.52,13615.26,3423.69,1386.52,16768.32,79832.48,12,0.2,7395.2,9373.12,2,0,0.0,0,19,10.4,12523.14,15.0,1,0.2904,71,1
8323.77,371.85,7951.92,3810.3,1354.52,3810.3,862.79,0.0,3278.83,14842.15,24,0.2879,820.62,2458.21,0,0,628.59,0,40,12.7,1530.47,45.8,1,0.3498,65,0
3671.74,89.51,3582.23,1841.24,993.84,1841.24,400.6,0.0,1340.39,1691.58,48,0.2258,53.83,1286.56,0,0,0.0,0,26,5.0,1634.69,44.7,1,0.238,76,0
10436.65,375.05,10061.6,4777.83,1544.68,4777.83,807.81,0.0,4475.96,12031.42,12,0.2611,1150.04,3325.92,0,0,0.0,0,16,5.6,1786.55,30.9,1,0.2667,73,0
54988.64,7861.26,47127.38,22630.74,5242.11,22630.74,16514.46,0.0,7982.18,120000.0,60,0.1912,3121.03,4861.15,4,2,0.0,0,37,19.2,29272.8,87.9,1,0.6602,34,0
47701.15,6036.92,41664.23,20511.81,4716.87,20511.81,5419.5,0.0,15732.92,120000.0,12,0.1712,10951.52,4781.4,3,0,0.0,0,17,14.6,14714.8,29.3,1,0.3703,63,0
23545.06,1277.12,22267.94,6579.15,2724.44,6579.15,2814.8,0.0,12873.99,60681.17,36,0.2502,2413.23,10460.76,0,0,0.0,0,14,11.1,15361.74,29.8,1,0.2285,77,1
35593.26,3813.88,31779.38,12734.35,3724.03,12734.35,5585.4,0.0,13459.63,72992.77,48,0.2011,2225.63,11234.0,4,1,0.0,0,9,16.7,2117.55,48.5,1,0.3919,61,0
41289.24,4200.45,37088.79,20512.53,4191.1,20512.53,7817.36,0.0,8758.9,75287.63,36,0.2046,2815.55,5943.35,1,1,10450.6,1,165,14.4,12195.19,65.1,1,0.7491,25,1
22970.15,1895.83,21074.32,6190.4,2672.69,6190.4,4083.52,0.0,10800.4,34686.14,24,0.1346,1656.62,9143.78,2,2,0.0,1,35,17.1,16319.35,41.1,1,0.6066,39,1
5036.82,64.2,4972.62,1094.52,1085.99,1094.52,307.22,0.0,3570.88,7461.52,18,0.1282,457.88,3113.0,0,0,0.0,0,18,11.4,3517.26,36.3,1,0.3728,63,1
30722.46,2634.86,28087.6,12374.84,3324.62,12374.84,4170.06,1437.15,10105.55,14369.74,60,0.1762,361.97,9743.58,1,1,0.0,0,56,13.4,35531.96,23.7,1,0.2541,75,0
17387.5,893.65,16493.85,8395.12,2170.26,8395.12,888.56,1680.8,5529.37,16374.42,6,0.2176,2904.86,2624.51,0,0,0.0,0,190,11.7,2685.9,19.2,1,0.2198,78,0
6509.98,65.1,6444.88,1862.24,1191.28,1862.24,195.47,0.0,4387.17,18363.38,12,0.2834,1775.24,2611.93,0,0,0.0,0,28,12.6,3763.32,7.9,1,0.2807,72,0
3392.07,98.52,3293.55,1406.24,974.96,1406.24,590.96,0.0,1296.35,3685.77,12,0.2338,347.42,948.93,1,1,0.0,0,44,13.2,348.88,59.2,1,0.4939,51,0
20446.79,833.08,19613.71,6107.24,2445.59,6107.24,1932.23,0.0,11574.24,47450.46,12,0.2545,4520.31,7053.93,0,0,0.0,0,63,10.5,5648.79,39.5,1,0.2793,72,0
7075.06,195.61,6879.45,3026.09,1242.14,3026.09,334.33,0.0,3519.03,13108.83,60,0.1928,342.07,3176.96,0,0,0.0,0,85,5.2,1259.18,21.6,1,0.141,86,0
45033.18,5634.36,39398.82,21632.64,4498.1,21632.64,8526.31,337.83,8902.04,57139.0,24,0.12,2689.73,6212.31,3,2,0.0,0,26,11.6,12430.98,57.0,1,0.5626,44,0
11617.76,409.63,11208.13,5892.32,1650.98,5892.32,1253.35,0.0,4062.46,5104.55,60,0.2876,161.27,3901.19,1,1,0.0,0,49,17.0,6325.37,32.0,1,0.219,78,1
4055.09,60.36,3994.73,2361.06,1019.72,2361.06,494.62,0.0,1139.05,1839.95,36,0.32,80.14,1058.91,0,1,2657.51,0,23,15.9,2225.65,64.8,1,0.3235,68,0
31741.77,2946.76,28795.01,15997.93,3408.21,15997.93,9030.95,0.0,3766.13,51449.21,48,0.1986,1561.76,2204.37,5,0,0.0,0,52,14.6,40695.27,69.9,1,0.3519,65,0
3958.8,83.98,3874.82,1595.98,1013.22,1595.98,317.31,0.0,1961.53,5882.14,36,0.2499,233.84,1727.69,1,0,0.0,0,28,16.6,1306.26,26.4,1,0.283,72,0
8549.32,254.41,8294.91,3623.93,1374.82,3623.93,399.88,0.0,4271.1,14645.9,36,0.1736,524.81,3746.29,0,0,0.0,0,196,0.6,1315.57,21.0,1,0.1863,81,0
18282.06,1242.64,17039.42,6959.55,2250.77,6959.55,2653.39,0.0,7426.48,29118.69,60,0.2463,848.43,6578.05,1,2,0.0,0,31,16.8,7988.52,61.5,1,0.5361,46,1
39495.07,3563.1,35931.97,10223.09,4043.98,10223.09,2604.48,0.0,23104.4,98568.29,18,0.12,6010.9,17093.5,0,3,0.0,0,83,12.5,114108.27,53.0,1,0.2545,75,0
7550.46,203.98,7346.48,2070.55,1284.92,2070.55,505.88,0.0,4770.05,3720.76,24,0.2562,199.75,4570.3,0,3,3817.31,0,7,5.5,517.14,30.0,1,0.3698,63,0
7830.18,320.18,7510.0,2762.52,1310.1,2762.52,1042.31,767.32,2937.85,18250.54,60,0.32,613.08,2324.77,0,2,0.0,0,77,4.1,8553.48,57.0,1,0.4715,53,0
32506.19,2411.77,30094.42,8386.5,3470.89,8386.5,5849.3,0.0,15858.62,12727.32,6,0.1938,2242.71,13615.91,1,0,0.0,0,50,2.0,118968.8,51.7,1,0.2417,76,1
67427.71,12210.78,55216.93,34530.28,6081.75,34530.28,10935.78,0.0,9750.87,117269.96,36,0.2521,4675.74,5075.13,2,1,0.0,0,39,27.8,13490.94,30.1,1,0.4274,57,0
13533.5,576.6,12956.9,3490.12,1823.4,3490.12,2470.63,829.22,6166.93,24422.25,24,0.2971,1361.86,4805.07,1,4,0.0,0,44,24.4,3907.68,76.2,1,0.7401,26,0
1620.0,44.24,1575.76,420.49,855.35,855.35,149.8,0.0,570.61,2241.19,24,0.2053,114.65,455.96,0,3,0.0,0,28,13.5,2024.07,40.4,1,0.4542,55,1
4997.97,173.53,4824.44,2188.38,1083.36,2188.38,537.44,0.0,2098.62,8293.11,18,0.1848,531.04,1567.58,2,0,0.0,0,23,19.0,1095.25,30.3,1,0.2628,74,1
8162.76,256.6,7906.16,1778.68,1340.03,1778.68,798.41,0.0,5329.07,4780.0,48,0.1772,139.72,5189.35,0,1,2703.89,0,33,10.9,29538.7,32.6,1,0.2712,73,0
4779.18,99.04,4680.14,1232.18,1068.59,1232.18,480.89,0.0,2967.07,4009.43,24,0.1801,200.18,2766.89,0,2,3169.11,0,106,4.3,519.89,62.2,1,0.4111,59,0
22681.85,1462.31,21219.54,8381.25,2646.75,8381.25,1893.48,0.0,10944.81,57132.25,48,0.1242,1516.21,9428.6,1,1,0.0,0,11,8.7,14022.22,33.6,1,0.2804,72,0
4607.05,148.63,4458.42,1693.65,1056.98,1693.65,505.37,0.0,2259.4,11961.54,48,0.1406,327.21,1932.19,0,3,0.0,0,6,5.5,3516.42,70.7,1,0.6388,36,0
19822.93,966.29,18856.64,8792.18,2389.44,8792.18,1998.57,2039.7,6026.19,32512.84,36,0.2159,1234.82,4791.37,1,3,0.0,0,8,8.9,6055.99,32.5,1,0.4109,59,1
12754.07,395.71,12358.36,3654.92,1753.25,3654.92,1372.06,0.0,7331.38,9561.79,12,0.2561,911.61,6419.77,0,3,0.0,0,106,8.2,11219.45,45.9,1,0.6285,37,1
20799.29,1572.44,19226.85,8601.73,2477.32,8601.73,1489.59,0.0,9135.53,49736.0,36,0.32,2166.22,6969.31,0,0,0.0,0,61,10.5,17937.08,44.6,1,0.2635,74,0
11074.81,354.57,10720.24,4883.53,1602.11,4883.53,449.83,0.0,5386.88,22588.91,24,0.2992,1262.12,4124.76,0,0,0.0,0,51,17.0,4258.78,24.7,1,0.2995,70,0
26685.06,2061.37,24623.69,6246.64,2993.55,6246.64,4517.19,0.0,13859.86,59037.98,48,0.1486,1638.94,12220.92,0,1,0.0,0,31,1.9,4458.77,75.0,1,0.6171,38,1
15680.31,744.42,14935.89,3092.22,2016.61,3092.22,2639.44,0.0,9204.23,17750.53,48,0.1833,524.48,8679.75,1,0,0.0,0,43,0.0,4528.61,71.9,1,0.4244,58,1
12900.45,539.27,12361.18,6348.41,1766.42,6348.41,1467.04,0.0,4545.73,22461.38,18,0.164,1416.07,3129.66,3,1,9041.46,0,39,18.9,15514.85,23.5,1,0.3987,60,0
3564.7,132.42,3432.28,1501.16,986.62,1501.16,419.19,0.0,1511.93,2065.75,24,0.2351,108.72,1403.21,0,0,684.3,0,15,7.4,3523.53,62.8,1,0.3324,67,1
3186.61,67.43,3119.18,457.04,961.1,961.1,604.6,0.0,1553.48,4415.28,36,0.2055,165.33,1388.15,1,1,0.0,0,65,12.0,1573.84,70.7,1,0.3967,60,0
32991.57,2771.73,30219.84,13843.78,3510.69,13843.78,3643.11,0.0,12732.95,97712.69,36,0.3012,4154.5,8578.45,1,0,0.0,0,13,0.0,17300.99,28.2,1,0.2782,72,0
11736.35,447.42,11288.93,4524.2,1661.65,4524.2,1819.71,0.0,4945.02,26782.39,24,0.1601,1311.48,3633.54,0,0,0.0,0,51,7.5,6319.52,76.9,1,0.5992,40,0
10909.15,370.54,10538.61,3162.53,1587.2,3162.53,405.42,0.0,6970.66,25346.56,24,0.32,1443.42,5527.24,0,0,0.0,0,38,22.2,6626.87,24.3,1,0.2479,75,0
19885.66,1035.0,18850.66,5691.23,2395.09,5691.23,796.81,1241.64,11120.98,36300.82,24,0.2557,1947.87,9173.11,0,2,0.0,0,38,11.5,8039.42,28.8,1,0.2422,76,0
21518.71,1234.03,20284.68,9980.58,2542.06,9980.58,3111.69,2181.71,5010.7,49077.92,12,0.2683,4708.25,302.45,5,0,0.0,0,41,7.1,4586.8,24.6,1,0.311,69,0
70729.32,13243.12,57486.2,23905.66,6304.61,23905.66,17774.93,2120.44,13685.17,120000.0,36,0.2158,4557.07,9128.1,5,3,1175.59,0,32,16.0,238001.67,71.5,1,0.6395,36,1
10891.6,501.85,10389.75,3378.09,1585.62,3378.09,1325.64,0.0,5686.02,20674.18,36,0.1943,762.33,4923.69,0,3,0.0,0,12,23.5,12504.94,47.8,1,0.4347,57,0
30300.77,2369.81,27930.96,7028.45,3290.04,7028.45,4470.98,2469.28,13962.25,43444.86,24,0.2248,2264.06,11698.19,2,3,12438.91,0,28,5.9,20668.29,53.9,1,0.5908,41,0
3237.86,103.42,3134.44,400.0,964.56,964.56,227.46,290.36,1652.06,4894.02,18,0.1522,305.83,1346.23,0,1,0.0,0,64,19.2,1163.28,42.1,1,0.3143,69,0
18724.7,755.02,17969.68,4754.32,2290.6,4754.32,2742.4,0.0,10472.96,31373.3,24,0.2543,1681.26,8791.7,2,0,1206.22,0,43,0.0,6891.22,55.4,1,0.5788,42,0
12073.43,667.88,11405.55,4489.9,1691.99,4489.9,2179.69,0.0,4735.96,3135.08,24,0.1485,151.79,4584.17,1,2,0.0,0,54,27.3,5303.55,81.5,1,0.6574,34,1
1256.76,38.6,1218.16,400.0,830.83,830.83,185.3,0.0,202.03,1053.39,36,0.2196,40.21,161.82,0,2,0.0,0,74,11.8,5106.74,56.3,1,0.4657,53,1
3097.98,136.87,2961.11,1582.45,955.11,1582.45,209.84,0.0,1168.82,4333.17,24,0.1905,218.54,950.28,0,2,0.0,0,61,9.4,613.49,39.3,1,0.4408,56,1
6393.11,250.48,6142.63,1911.79,1180.76,1911.79,570.26,0.0,3660.58,7427.01,36,0.2113,280.29,3380.29,0,1,0.0,0,102,9.6,3359.94,46.8,1,0.2733,73,0
60312.38,9171.08,51141.3,14872.42,5601.47,14872.42,15695.54,0.0,20573.34,27094.65,18,0.2105,1768.45,18804.89,5,1,0.0,0,30,11.8,15172.65,80.5,1,0.4537,55,1
19499.48,1380.76,18118.72,5190.29,2360.33,5190.29,3276.71,0.0,9651.72,51929.07,36,0.2032,1938.45,7713.27,1,2,0.0,0,16,16.0,2920.9,55.5,1,0.5812,42,1
47316.84,5339.18,41977.66,22740.6,4685.36,22740.6,7141.48,0.0,12095.58,108702.61,12,0.2189,10168.01,1927.57,3,4,0.0,0,45,10.8,88272.39,31.7,1,0.6099,39,0
31654.05,2554.0,29100.05,11432.53,3401.01,11432.53,5888.57,0.0,11778.95,89070.18,48,0.1576,2513.39,9265.56,2,3,0.0,1,60,25.3,10962.05,84.0,1,0.9119,9,1
6880.75,202.95,6677.8,3499.5,1224.65,3499.5,637.79,0.0,2540.51,3493.32,12,0.1726,319.04,2221.47,0,3,0.0,0,33,21.1,1069.46,55.1,1,0.5339,47,0
49360.58,6776.32,42584.26,16882.36,4852.95,16882.36,3709.27,736.51,21256.12,28015.97,24,0.174,1390.63,19865.49,0,0,0.0,0,15,8.3,25425.12,25.1,1,0.1044,90,0
3570.32,51.04,3519.28,1743.31,987.0,1743.31,659.53,0.0,1116.44,8207.55,36,0.1789,296.26,820.18,0,1,0.0,0,21,5.5,1753.39,76.6,1,0.5483,45,1
3703.08,50.09,3652.99,1395.7,995.96,1395.7,378.84,425.34,1453.11,4526.04,24,0.2761,247.53,1205.58,1,0,0.0,0,22,12.9,601.94,40.6,1,0.3216,68,1
37308.65,3710.14,33598.51,15477.66,3864.69,15477.66,4230.62,0.0,13890.23,59421.53,60,0.1961,1561.5,12328.73,0,1,0.0,0,46,14.7,61457.92,42.7,1,0.0843,92,0
30526.62,2727.06,27799.56,10331.52,3308.56,10331.52,2157.17,2622.23,12688.64,41970.34,60,0.1945,1099.18,11589.46,1,0,0.0,0,82,8.7,55813.06,9.1,1,0.0619,94,0
9172.34,258.19,8914.15,1884.81,1430.89,1884.81,1032.38,346.72,5650.24,3546.13,48,0.1812,104.39,5545.85,0,1,0.0,0,38,11.1,3699.0,25.3,1,0.2157,78,0
12085.92,583.67,11502.25,4422.55,1693.11,4422.55,1631.56,0.0,5448.14,27959.93,48,0.2797,974.0,4474.14,2,1,8944.35,0,9,16.5,15664.43,49.9,1,0.636,36,0
24043.31,1961.44,22081.87,12908.93,2769.28,12908.93,6195.63,0.0,2977.31,38091.15,12,0.1779,3488.32,-511.01,3,0,0.0,0,76,20.9,5610.38,65.5,0,0.897,10,1
34783.6,3601.1,31182.5,9937.75,3657.64,9937.75,5145.24,1771.7,14327.81,78830.72,60,0.1789,1996.86,12330.95,1,1,0.0,0,21,5.6,8254.46,46.4,1,0.3626,64,1
15474.97,813.64,14661.33,6776.34,1998.13,6776.34,1230.42,1008.86,5645.71,39629.73,18,0.2408,2644.9,3000.81,0,0,0.0,0,60,0.0,36130.37,45.7,1,0.3064,69,0
9592.96,337.66,9255.3,5026.76,1468.75,5026.76,955.3,0.0,3273.24,20781.97,12,0.32,2046.47,1226.77,0,0,0.0,0,43,8.8,5910.16,35.0,1,0.2691,73,0
6418.94,298.34,6120.6,2226.05,1183.08,2226.05,688.83,0.0,3205.72,8688.37,48,0.1614,246.85,2958.87,0,1,0.0,0,49,0.0,4440.07,59.2,1,0.5047,50,0
10223.97,384.9,9839.07,3597.44,1525.54,3597.44,1321.06,0.0,4920.57,8828.55,6,0.2697,1589.34,3331.23,0,1,0.0,0,33,3.8,1650.2,57.5,1,0.5296,47,1
23323.09,1765.89,21557.2,6252.53,2704.46,6252.53,1804.43,0.0,13500.24,56298.54,36,0.2132,2130.34,11369.9,1,0,0.0,0,9,0.0,2920.26,9.8,1,0.0963,90,0
29585.78,2948.86,26636.92,13243.35,3231.41,13243.35,5267.93,0.0,8125.64,85494.23,36,0.2309,3313.65,4811.99,1,0,0.0,0,104,23.3,42760.94,82.6,1,0.3424,66,0
6399.74,239.56,6160.18,3208.59,1181.36,3208.59,1681.47,0.0,1270.12,16110.95,18,0.1978,1041.71,228.41,2,2,0.0,0,3,10.6,266.61,81.8,1,0.8166,18,0
6841.07,137.36,6703.71,3075.68,1221.08,3075.68,786.91,0.0,2841.12,9258.79,24,0.2025,472.35,2368.77,1,2,0.0,0,15,28.7,6333.66,39.1,1,0.4068,59,0
7147.57,131.05,7016.52,1990.86,1248.66,1990.86,621.18,0.0,4404.48,21216.09,24,0.2304,1111.59,3292.89,0,2,0.0,0,37,0.0,24785.21,36.5,1,0.2627,74,0
12157.42,471.34,11686.08,5851.22,1699.55,5851.22,1769.41,0.0,4065.45,10262.4,36,0.2412,403.28,3662.17,1,0,0.0,0,72,19.2,5410.55,44.6,1,0.2702,73,0
45842.08,5636.17,40205.91,15022.44,4564.43,15022.44,8199.06,283.32,16701.09,101556.65,48,0.12,2674.38,14026.71,2,1,0.0,0,91,8.4,39230.82,50.2,1,0.3718,63,0
2462.13,61.22,2400.91,755.37,912.19,912.19,380.25,0.0,1108.47,6271.28,18,0.2296,415.12,693.35,1,1,0.0,0,7,18.7,1221.1,48.4,1,0.4477,55,0
2990.87,130.55,2860.32,846.39,947.88,947.88,412.92,0.0,1499.52,8518.47,36,0.201,317.02,1182.5,0,2,0.0,0,33,18.0,7572.16,55.7,1,0.4896,51,1
13263.81,643.71,12620.1,3515.69,1799.12,3515.69,2285.34,0.0,6819.07,37963.56,60,0.1942,993.65,5825.42,1,0,0.0,0,55,3.0,38083.69,40.8,1,0.1925,81,0
3617.98,71.22,3546.76,1473.21,990.21,1473.21,209.3,0.0,1864.25,2959.1,18,0.2028,192.03,1672.22,0,0,0.0,0,21,25.3,515.61,17.6,1,0.2362,76,0
27999.23,1827.37,26171.86,10068.05,3101.32,10068.05,2351.39,0.0,13752.42,79861.86,24,0.1892,4022.68,9729.74,1,0,0.0,1,50,0.5,24653.64,18.9,1,0.2296,77,0
10921.94,555.19,10366.75,5143.31,1588.35,5143.31,963.64,0.0,4259.8,8627.47,60,0.223,239.77,4020.03,0,1,0.0,0,83,9.2,1796.01,19.3,1,0.1467,85,0
2827.56,59.83,2767.73,400.0,936.86,936.86,272.49,0.0,1558.38,7945.91,36,0.2208,303.78,1254.6,0,3,0.0,1,104,26.7,2414.12,42.3,1,0.4348,57,1
46838.19,4823.52,42014.67,23068.46,4646.11,23068.46,9444.23,0.0,9501.98,76911.7,24,0.2457,4088.18,5413.8,6,1,0.0,0,66,14.8,25977.02,33.7,1,0.4131,59,1
10124.59,379.64,9744.95,3961.88,1516.59,3961.88,1657.35,0.0,4125.72,12625.83,48,0.2416,412.73,3712.99,2,2,0.0,0,29,10.1,7139.13,58.9,1,0.6865,31,1
8714.8,211.03,8503.77,1906.86,1389.71,1906.86,875.65,487.59,5233.67,12587.38,12,0.219,1177.52,4056.15,0,3,6311.49,0,36,11.8,21109.52,51.5,1,0.721,28,1
4856.11,104.05,4752.06,1723.46,1073.79,1723.46,773.34,0.0,2255.26,2240.54,24,0.2223,116.49,2138.77,1,0,0.0,0,17,13.7,653.62,39.9,1,0.2504,75,1
3880.68,91.58,3789.1,1272.38,1007.95,1272.38,591.03,0.0,1925.69,8404.45,24,0.2005,427.98,1497.71,0,1,0.0,0,59,20.4,5401.56,84.2,1,0.5912,41,1
1204.84,12.05,1192.79,425.65,827.33,827.33,43.5,0.0,321.96,2908.07,48,0.1787,85.23,236.73,0,1,0.0,0,32,16.5,235.22,25.5,1,0.26,74,1
1288.46,16.7,1271.76,400.0,832.97,832.97,137.0,337.5,-35.71,3681.18,48,0.2163,115.23,-150.94,0,3,0.0,0,21,8.7,1527.03,35.9,0,0.9787,2,1
10738.25,334.85,10403.4,3558.4,1571.82,3558.4,2106.76,320.93,4417.31,14741.13,18,0.1743,936.54,3480.77,0,0,0.0,1,34,16.6,7469.72,69.4,1,0.783,22,1
